Student ID,Gender,Age,Current Course,Marks,Absences,Study Hours,Career Interest Level,Career Choice,Soft Skills,Languages Spoken
430,Female,23,Arts,56,4,23,7,Policy,Patience,English
431,Female,20,Economy,53,3,24,7,Law,Analytical,French
432,Female,24,Science,76,2,12,1,Arts,Leadership,English
433,Male,18,Economy,49,1,16,2,Policy,Communication,German
434,Male,19,Literature,94,0,16,2,Accountancy,Decision-making,German
435,Male,20,Economy,64,5,26,7,Policy,Patience,Chinese
436,Female,18,Economy,48,3,16,2,Medical Doctor,Research,German
437,Female,18,Literature,49,3,17,5,Education,Creativity,German
438,Male,18,Arts,43,2,13,8,Law,Leadership,German
439,Male,24,Literature,90,5,30,8,Policy,Time Management,Spanish
440,Male,19,Science,77,3,29,9,Education,Research,Spanish
441,Male,18,Arts,83,3,16,8,Medical Doctor,Empathy,English
442,Female,24,Literature,72,0,18,3,Accountancy,Critical Thinking,Chinese
443,Male,21,Literature,77,5,27,1,Project Management,Adaptability,Spanish
444,Female,21,Science,63,4,17,9,Law,Teamwork,Chinese
445,Female,24,Science,47,4,29,1,Law,Patience,English
446,Female,24,Literature,57,2,20,3,Policy,Adaptability,English
447,Male,22,Literature,84,5,11,8,Computer Science,Negotiation,English
448,Female,23,Literature,81,0,30,9,Law,Adaptability,French
449,Male,20,Arts,58,4,10,2,Education,Creativity,English
450,Female,20,Economy,76,5,24,10,Project Management,Creativity,French
451,Female,23,Arts,56,1,23,5,Project Management,Analytical,French
452,Male,20,Technology,48,2,14,2,Medical Doctor,Critical Thinking,German
453,Male,23,Technology,95,5,26,10,Education,Critical Thinking,Chinese
454,Male,23,Technology,83,4,26,1,Arts,Teamwork,French
455,Male,23,Arts,51,4,13,4,Accountancy,Communication,English
456,Female,20,Economy,57,4,21,2,Project Management,Decision-making,Chinese
457,Female,20,Literature,83,3,19,1,Project Management,Communication,French
458,Male,21,Arts,71,5,15,1,Medical Doctor,Patience,English
459,Female,22,Economy,90,3,24,3,Education,Time Management,Spanish
460,Female,21,Technology,58,4,13,2,Project Management,Analytical,French
461,Female,20,Literature,66,4,23,2,Computer Science,Patience,German
462,Male,23,Economy,99,5,21,3,Accountancy,Research,French
463,Female,20,Technology,48,2,23,3,Project Management,Time Management,French
464,Female,19,Economy,66,3,12,2,Accountancy,Empathy,French
465,Female,22,Literature,51,1,27,2,Arts,Research,Chinese
466,Male,22,Science,76,0,30,4,Law,Adaptability,Chinese
467,Male,23,Science,93,4,29,6,Education,Negotiation,English
468,Female,20,Literature,83,0,16,9,Computer Science,Time Management,German
469,Female,22,Science,68,4,15,4,Computer Science,Problem-solving,Spanish
470,Male,22,Technology,77,1,17,10,Arts,Analytical,English
471,Female,19,Arts,50,5,20,6,Computer Science,Research,French
472,Female,23,Science,71,2,25,1,Policy,Negotiation,German
473,Male,24,Technology,93,3,11,4,Policy,Analytical,English
474,Female,18,Arts,96,0,12,8,Education,Teamwork,English
475,Female,24,Technology,67,0,24,4,Law,Problem-solving,Chinese
476,Male,21,Arts,79,3,28,2,Education,Analytical,Spanish
477,Male,24,Technology,64,2,20,1,Policy,Problem-solving,Spanish
478,Male,21,Literature,50,0,17,7,Arts,Patience,French
479,Male,20,Arts,66,5,21,4,Project Management,Patience,English
480,Female,22,Economy,89,1,30,3,Arts,Time Management,Spanish
481,Female,23,Science,72,3,30,10,Policy,Teamwork,Spanish
482,Male,24,Literature,100,3,10,2,Accountancy,Decision-making,German
483,Male,21,Arts,44,3,12,8,Law,Negotiation,German
484,Female,21,Science,79,3,10,10,Accountancy,Empathy,Chinese
485,Female,20,Economy,71,3,25,9,Education,Time Management,Chinese
486,Male,21,Arts,63,5,26,8,Education,Teamwork,German
487,Female,21,Science,82,4,26,8,Accountancy,Time Management,French
488,Female,22,Economy,83,1,23,6,Computer Science,Empathy,Chinese
489,Male,21,Economy,51,4,30,5,Arts,Adaptability,Chinese
490,Male,22,Literature,44,1,18,10,Arts,Adaptability,French
491,Male,20,Economy,62,0,25,4,Medical Doctor,Negotiation,English
492,Female,21,Economy,49,4,11,9,Law,Time Management,German
493,Female,21,Arts,58,4,20,8,Policy,Decision-making,English
494,Female,21,Arts,77,4,21,2,Policy,Patience,French
495,Male,19,Literature,75,1,18,7,Project Management,Critical Thinking,Chinese
496,Male,20,Economy,68,5,13,2,Project Management,Research,German
497,Female,19,Arts,53,2,21,9,Computer Science,Creativity,Chinese
498,Male,22,Literature,64,3,25,3,Education,Decision-making,English
499,Female,18,Science,76,2,29,8,Education,Decision-making,English
500,Female,24,Arts,74,0,30,4,Computer Science,Research,German
501,Male,24,Economy,79,4,30,5,Computer Science,Creativity,French
502,Female,22,Technology,48,3,21,5,Project Management,Negotiation,German
503,Male,21,Science,73,1,24,10,Law,Problem-solving,Chinese
504,Female,23,Science,61,2,27,1,Project Management,Research,French
505,Male,23,Science,48,3,17,4,Policy,Analytical,Chinese
506,Female,20,Arts,99,3,16,4,Arts,Problem-solving,Spanish
507,Male,18,Literature,59,4,11,8,Accountancy,Creativity,English
508,Male,21,Technology,58,4,13,6,Accountancy,Decision-making,German
509,Male,20,Arts,48,4,17,7,Policy,Research,French
510,Male,22,Technology,43,4,17,1,Medical Doctor,Empathy,English
511,Female,24,Arts,97,1,23,6,Policy,Empathy,German
512,Female,24,Literature,96,4,15,4,Medical Doctor,Negotiation,English
513,Female,22,Science,90,2,12,8,Medical Doctor,Adaptability,German
514,Male,23,Economy,66,5,26,1,Arts,Analytical,English
515,Male,23,Technology,62,5,15,3,Policy,Negotiation,French
516,Male,22,Science,67,0,23,8,Medical Doctor,Creativity,English
517,Female,18,Literature,98,4,23,1,Medical Doctor,Critical Thinking,Chinese
518,Female,18,Science,95,4,10,4,Law,Time Management,French
519,Female,20,Literature,91,3,23,1,Accountancy,Leadership,Chinese
520,Male,23,Technology,78,5,17,8,Law,Negotiation,French
521,Male,24,Science,77,2,19,5,Policy,Problem-solving,French
522,Female,23,Science,84,5,16,10,Policy,Negotiation,German
523,Female,21,Arts,76,3,19,3,Arts,Communication,French
524,Male,20,Technology,76,2,22,7,Medical Doctor,Patience,Spanish
525,Male,24,Economy,98,3,10,10,Accountancy,Leadership,Chinese
526,Male,22,Literature,97,2,28,4,Medical Doctor,Analytical,English
527,Female,22,Technology,90,1,11,9,Accountancy,Decision-making,English
528,Female,21,Science,85,1,13,5,Arts,Decision-making,German
529,Female,18,Literature,88,3,17,9,Arts,Adaptability,Spanish
530,Female,22,Literature,64,0,24,2,Medical Doctor,Communication,German
531,Female,21,Arts,60,4,25,5,Education,Creativity,Spanish
532,Female,21,Technology,59,5,21,4,Medical Doctor,Critical Thinking,English
533,Female,23,Literature,40,5,16,8,Medical Doctor,Research,Spanish
534,Female,22,Technology,50,2,20,1,Policy,Research,Spanish
535,Female,21,Arts,72,3,20,4,Accountancy,Problem-solving,German
536,Male,20,Literature,71,2,21,6,Computer Science,Time Management,Spanish
537,Female,24,Literature,90,5,10,2,Medical Doctor,Adaptability,English
538,Male,23,Literature,93,3,27,2,Medical Doctor,Creativity,French
539,Female,22,Literature,96,0,29,3,Medical Doctor,Critical Thinking,German
540,Male,18,Science,62,5,10,1,Law,Patience,Chinese
541,Male,23,Technology,54,4,14,5,Project Management,Patience,Chinese
542,Female,18,Arts,90,1,23,2,Computer Science,Empathy,Chinese
543,Female,21,Economy,40,0,29,8,Medical Doctor,Teamwork,German
544,Female,18,Literature,49,4,17,2,Project Management,Teamwork,Spanish
545,Male,23,Economy,44,1,27,7,Computer Science,Creativity,English
546,Female,23,Arts,93,2,16,4,Project Management,Time Management,French
547,Male,18,Technology,86,1,18,10,Arts,Teamwork,English
548,Male,19,Technology,53,4,29,5,Law,Decision-making,Chinese
549,Male,23,Economy,78,2,24,5,Arts,Empathy,English
550,Male,24,Economy,44,5,21,2,Computer Science,Empathy,English
551,Male,21,Technology,53,4,27,5,Medical Doctor,Empathy,Chinese
552,Female,21,Arts,57,0,26,6,Law,Critical Thinking,Spanish
553,Female,19,Literature,76,3,16,8,Computer Science,Patience,French
554,Male,18,Economy,90,2,21,6,Computer Science,Communication,Spanish
555,Female,22,Economy,97,1,20,8,Accountancy,Adaptability,German
556,Male,21,Economy,89,2,12,1,Law,Empathy,German
557,Male,23,Arts,66,5,19,8,Arts,Critical Thinking,Spanish
558,Female,19,Science,78,4,12,8,Medical Doctor,Critical Thinking,Spanish
559,Female,23,Economy,65,4,19,5,Law,Research,English
560,Male,21,Arts,86,4,17,9,Computer Science,Problem-solving,French
561,Male,24,Literature,62,4,30,6,Policy,Teamwork,Chinese
562,Male,24,Science,48,5,25,5,Law,Research,German
563,Male,24,Science,68,3,29,1,Policy,Decision-making,French
564,Male,21,Technology,46,1,20,9,Project Management,Time Management,Chinese
565,Male,20,Literature,57,5,28,2,Education,Critical Thinking,Chinese
566,Male,20,Economy,57,1,14,5,Medical Doctor,Leadership,English
567,Male,20,Science,74,3,28,10,Arts,Teamwork,English
568,Female,18,Arts,59,3,20,9,Project Management,Communication,Chinese
569,Male,20,Technology,64,1,23,7,Policy,Creativity,German
570,Female,21,Arts,94,3,10,7,Arts,Empathy,Chinese
571,Male,24,Economy,50,0,13,7,Arts,Leadership,English
572,Male,18,Arts,62,5,24,2,Computer Science,Time Management,Spanish
573,Male,19,Science,74,2,28,2,Computer Science,Creativity,French
574,Female,24,Literature,59,3,28,7,Law,Adaptability,German
575,Male,20,Technology,43,1,27,10,Computer Science,Time Management,German
576,Female,18,Technology,94,2,23,3,Law,Adaptability,Spanish
577,Female,19,Economy,82,5,18,8,Project Management,Adaptability,German
578,Female,24,Technology,46,3,17,8,Law,Leadership,Chinese
579,Female,19,Economy,47,4,27,1,Law,Leadership,Spanish
580,Male,21,Literature,49,1,29,5,Policy,Negotiation,French
581,Female,19,Technology,68,0,17,8,Computer Science,Negotiation,French
582,Female,21,Arts,86,5,30,1,Law,Leadership,English
583,Female,20,Science,92,4,27,9,Arts,Critical Thinking,French
584,Male,23,Science,90,3,20,5,Arts,Time Management,Chinese
585,Female,21,Economy,48,3,11,7,Computer Science,Empathy,German
586,Female,23,Arts,62,3,30,5,Project Management,Creativity,Chinese
587,Female,21,Science,71,0,25,5,Project Management,Decision-making,French
588,Female,22,Economy,52,1,20,1,Accountancy,Time Management,French
589,Female,20,Technology,79,5,20,9,Project Management,Time Management,Chinese
590,Male,22,Technology,94,0,25,8,Law,Decision-making,Spanish
591,Female,21,Economy,45,1,16,10,Law,Teamwork,Spanish
592,Female,19,Technology,54,4,18,1,Policy,Analytical,French
593,Female,18,Economy,93,0,24,9,Policy,Creativity,Chinese
594,Female,22,Science,86,3,26,10,Project Management,Decision-making,Spanish
595,Female,24,Science,55,3,12,1,Education,Negotiation,Spanish
596,Male,19,Science,49,3,20,2,Law,Research,Spanish
597,Female,21,Arts,52,1,26,9,Computer Science,Problem-solving,Spanish
598,Female,22,Arts,85,0,28,9,Education,Analytical,French
599,Female,24,Literature,75,2,27,6,Medical Doctor,Time Management,Chinese
600,Male,22,Technology,45,4,24,7,Computer Science,Negotiation,German
601,Male,22,Science,96,5,29,1,Project Management,Research,German
602,Female,23,Technology,61,5,13,1,Education,Communication,German
603,Male,22,Science,79,1,22,2,Computer Science,Teamwork,Spanish
604,Female,18,Science,81,2,10,4,Arts,Teamwork,Chinese
605,Male,23,Arts,48,4,12,9,Computer Science,Negotiation,Spanish
606,Male,20,Arts,47,0,12,10,Computer Science,Adaptability,Spanish
607,Female,23,Science,66,0,12,6,Project Management,Problem-solving,Chinese
608,Male,23,Technology,69,4,12,3,Law,Time Management,Spanish
609,Female,24,Science,67,5,27,8,Project Management,Creativity,French
610,Female,22,Economy,72,2,18,5,Law,Research,English
611,Male,23,Technology,78,5,15,5,Arts,Creativity,German
612,Female,21,Literature,44,2,19,4,Arts,Analytical,Spanish
613,Female,23,Arts,51,1,21,5,Arts,Time Management,Chinese
614,Male,22,Science,64,4,26,4,Law,Critical Thinking,English
615,Female,22,Technology,85,1,10,9,Law,Creativity,French
616,Female,21,Arts,84,5,15,2,Education,Critical Thinking,Spanish
617,Female,20,Arts,91,0,21,6,Accountancy,Communication,German
618,Female,20,Science,55,3,25,9,Policy,Negotiation,German
619,Male,18,Science,56,4,29,2,Policy,Research,German
620,Female,22,Technology,66,2,14,5,Medical Doctor,Critical Thinking,English
621,Female,20,Economy,66,1,17,4,Education,Critical Thinking,Chinese
622,Male,20,Science,63,2,30,9,Project Management,Negotiation,German
623,Female,22,Economy,59,3,27,9,Accountancy,Problem-solving,Chinese
624,Male,21,Literature,72,3,13,2,Accountancy,Empathy,Chinese
625,Male,19,Economy,53,2,27,7,Computer Science,Creativity,German
626,Female,18,Science,80,5,22,4,Arts,Leadership,German
627,Male,20,Economy,92,2,29,2,Arts,Adaptability,Chinese
628,Male,24,Literature,52,3,16,5,Policy,Communication,German
629,Female,18,Arts,54,2,19,9,Accountancy,Leadership,Spanish
630,Female,24,Arts,54,4,13,9,Arts,Creativity,Spanish
631,Male,21,Science,42,3,22,9,Computer Science,Adaptability,French
632,Female,23,Science,47,1,10,8,Policy,Research,French
633,Female,21,Economy,51,3,17,10,Medical Doctor,Negotiation,French
634,Female,24,Science,90,0,18,7,Law,Teamwork,German
635,Male,19,Economy,93,3,24,3,Education,Patience,English
636,Female,22,Science,52,3,11,3,Education,Critical Thinking,Spanish
637,Female,24,Science,97,5,13,3,Computer Science,Negotiation,German
638,Male,19,Literature,77,5,26,8,Computer Science,Adaptability,French
639,Female,24,Science,82,5,25,9,Law,Adaptability,Spanish
640,Male,23,Technology,59,1,13,6,Computer Science,Adaptability,Spanish
641,Female,19,Economy,93,1,26,9,Medical Doctor,Problem-solving,English
642,Female,23,Science,83,2,29,10,Law,Problem-solving,German
643,Male,23,Science,41,4,15,9,Education,Teamwork,Spanish
644,Female,22,Technology,94,1,17,9,Arts,Patience,Chinese
645,Male,18,Science,72,0,16,6,Arts,Creativity,Chinese
646,Female,22,Economy,79,3,20,3,Computer Science,Research,English
647,Male,18,Science,91,1,14,1,Policy,Patience,Chinese
648,Male,19,Literature,99,2,17,6,Law,Analytical,German
649,Male,19,Science,52,1,25,1,Accountancy,Critical Thinking,Chinese
650,Female,18,Arts,81,0,29,1,Law,Leadership,French
651,Male,23,Technology,43,1,16,5,Education,Critical Thinking,Chinese
652,Female,23,Science,50,2,11,7,Law,Communication,Spanish
653,Female,22,Economy,53,0,15,5,Medical Doctor,Creativity,Spanish
654,Male,21,Literature,89,4,27,10,Project Management,Teamwork,Chinese
655,Female,24,Science,61,3,29,2,Education,Critical Thinking,German
656,Male,23,Arts,48,5,20,6,Education,Time Management,German
657,Female,19,Technology,66,3,24,5,Accountancy,Communication,Chinese
658,Male,22,Arts,98,0,14,5,Arts,Leadership,Chinese
659,Female,18,Literature,100,5,20,7,Education,Empathy,French
660,Male,19,Economy,89,0,13,8,Law,Teamwork,Spanish
661,Male,22,Literature,75,2,28,3,Computer Science,Decision-making,Chinese
662,Male,20,Science,48,0,18,7,Education,Research,Chinese
663,Male,18,Economy,83,2,21,2,Accountancy,Time Management,English
664,Female,23,Literature,79,0,12,2,Arts,Communication,Spanish
665,Male,20,Technology,88,1,11,4,Law,Leadership,German
666,Female,22,Arts,54,1,16,7,Project Management,Problem-solving,Spanish
667,Male,20,Science,47,2,18,4,Accountancy,Communication,Spanish
668,Male,23,Arts,53,1,12,10,Accountancy,Empathy,English
669,Male,21,Arts,73,4,12,10,Arts,Teamwork,German
670,Male,21,Economy,79,0,12,9,Education,Time Management,Chinese
671,Female,18,Literature,90,2,20,5,Law,Negotiation,Chinese
672,Male,23,Science,59,1,26,8,Arts,Problem-solving,German
673,Female,19,Arts,46,3,14,3,Education,Leadership,French
674,Female,19,Technology,91,1,19,6,Computer Science,Creativity,Chinese
675,Female,20,Arts,44,1,28,1,Project Management,Leadership,German
676,Female,21,Science,45,3,25,8,Education,Leadership,Chinese
677,Female,20,Science,76,5,13,5,Computer Science,Patience,Chinese
678,Male,23,Literature,61,2,10,2,Policy,Decision-making,English
679,Female,24,Economy,64,5,18,10,Arts,Teamwork,French
680,Female,21,Economy,47,0,11,1,Arts,Communication,French
681,Male,20,Science,71,1,25,2,Medical Doctor,Leadership,English
682,Female,20,Technology,68,2,19,6,Project Management,Decision-making,Chinese
683,Male,21,Science,51,0,14,4,Medical Doctor,Decision-making,French
684,Male,18,Arts,100,4,10,2,Arts,Decision-making,English
685,Male,20,Technology,58,5,14,6,Education,Empathy,Chinese
686,Male,22,Science,59,1,14,6,Policy,Communication,Chinese
687,Female,22,Science,94,1,22,5,Project Management,Empathy,French
688,Male,24,Economy,97,2,13,10,Law,Problem-solving,English
689,Female,19,Arts,55,2,10,4,Arts,Empathy,French
690,Female,18,Economy,77,2,15,2,Medical Doctor,Empathy,English
691,Male,24,Technology,46,5,11,6,Project Management,Creativity,German
692,Female,21,Literature,87,3,28,1,Policy,Creativity,Spanish
693,Male,23,Literature,65,1,11,6,Medical Doctor,Adaptability,German
694,Female,18,Arts,91,2,16,5,Education,Teamwork,German
695,Male,18,Literature,89,3,13,10,Project Management,Problem-solving,English
696,Male,21,Arts,59,2,26,7,Policy,Communication,French
697,Male,24,Science,70,5,21,4,Computer Science,Patience,English
698,Male,22,Arts,75,4,15,8,Project Management,Research,French
699,Female,23,Technology,50,4,15,1,Accountancy,Patience,French
700,Male,24,Science,94,3,28,6,Project Management,Empathy,Chinese
701,Male,23,Science,68,1,23,5,Law,Teamwork,Chinese
702,Male,22,Technology,43,3,23,5,Education,Analytical,English
703,Male,24,Technology,43,3,11,4,Medical Doctor,Negotiation,French
704,Male,19,Technology,44,4,17,8,Law,Teamwork,German
705,Male,18,Economy,59,4,16,1,Law,Creativity,Spanish
706,Female,21,Arts,85,3,11,2,Accountancy,Adaptability,Chinese
707,Female,20,Technology,66,4,18,6,Computer Science,Teamwork,German
708,Female,21,Science,43,0,24,7,Arts,Decision-making,Spanish
